INFO - 04/12/26 12:31:28 - 0:00:00 - Namespace(downstream_task='NC', dataset='Toxicology_data', root_path='/data/home/2023080301016/Documents/baseline/GraphMoRE-main/datasets', in_features=None, eval_freq=1, exp_iters=1, version='Train', log_path='/data/home/2023080301016/Documents/baseline/serial_runs/graphmore_resume_stable_nc_20260412_104737_gpu0/NC_GraphMoRE_Toxicology_data/seed_3/log.txt', save_dir='/data/home/2023080301016/Documents/baseline/serial_runs/graphmore_resume_stable_nc_20260412_104737_gpu0/NC_GraphMoRE_Toxicology_data/seed_3', seed=3, split_seed=3047, num_factors=5, init_curvs=[-3, -1, 0, 1, 3], backbone='gcn', hidden_features=64, embed_features=32, n_layers=2, lr_Riemann=0.0004000483635072019, w_decay=0.0005, n_heads=8, sample_hop=[2, 3], lr_gating=0.0008046732322998066, w_decay_gating=0.0001, coef_dis=0.1, epochs_lp=500, patience_lp=100, min_epoch_lp=100, t=1.0, r=2.0, drop_cls=0.3, drop_edge_cls=0.3, hidden_features_cls=32, num_factors_cls=5, lr_cls=0.0008189518639929731, w_decay_cls=0.001, epochs_cls=500, patience_cls=100, min_epoch_cls=100, gpu=0, devices='0,1', force_cpu=False, resume=0, skip_lp_warmup_nc=1)
INFO - 04/12/26 12:32:00 - 0:00:32 - 
                                     train iters 0
INFO - 04/12/26 12:32:00 - 0:00:32 - --------------------------Training Start-------------------------
INFO - 04/12/26 12:32:00 - 0:00:32 - Skipping LP warmup for NC by configuration.
INFO - 04/12/26 12:32:00 - 0:00:32 - Starting cls stage from epoch 0 without LP warmup.
INFO - 04/12/26 12:32:11 - 0:00:43 - Epoch 0: train_loss=0.7130677700042725, train_accuracy=0.43414634466171265, time=10.373350143432617
INFO - 04/12/26 12:32:13 - 0:00:45 - Epoch 0: val_accuracy=0.4492753744125366, val_wf1=0.28753623188405797, val_mf1=0.31
INFO - 04/12/26 12:32:15 - 0:00:47 - Epoch 1: train_loss=0.6984001994132996, train_accuracy=0.4390243887901306, time=1.412597894668579
INFO - 04/12/26 12:32:15 - 0:00:47 - Epoch 1: val_accuracy=0.5507246255874634, val_wf1=0.40602296254470177, val_mf1=0.38268398268398274
INFO - 04/12/26 12:32:16 - 0:00:48 - Epoch 2: train_loss=0.6906080842018127, train_accuracy=0.5463414788246155, time=1.1719520092010498
INFO - 04/12/26 12:32:17 - 0:00:49 - Epoch 2: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:18 - 0:00:50 - Epoch 3: train_loss=0.6871479153633118, train_accuracy=0.5609756112098694, time=0.7323663234710693
INFO - 04/12/26 12:32:18 - 0:00:50 - Epoch 3: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:19 - 0:00:51 - Epoch 4: train_loss=0.6847541332244873, train_accuracy=0.5658536553382874, time=0.5509171485900879
INFO - 04/12/26 12:32:19 - 0:00:51 - Epoch 4: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:20 - 0:00:52 - Epoch 5: train_loss=0.6824343800544739, train_accuracy=0.5658536553382874, time=0.5977065563201904
INFO - 04/12/26 12:32:20 - 0:00:52 - Epoch 5: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:21 - 0:00:53 - Epoch 6: train_loss=0.6827383637428284, train_accuracy=0.5658536553382874, time=0.6269998550415039
INFO - 04/12/26 12:32:21 - 0:00:53 - Epoch 6: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:22 - 0:00:54 - Epoch 7: train_loss=0.6829472780227661, train_accuracy=0.5658536553382874, time=0.6259868144989014
INFO - 04/12/26 12:32:22 - 0:00:54 - Epoch 7: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:23 - 0:00:55 - Epoch 8: train_loss=0.683591902256012, train_accuracy=0.5658536553382874, time=0.5474483966827393
INFO - 04/12/26 12:32:23 - 0:00:55 - Epoch 8: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:24 - 0:00:56 - Epoch 9: train_loss=0.68279629945755, train_accuracy=0.5658536553382874, time=0.5468184947967529
INFO - 04/12/26 12:32:24 - 0:00:56 - Epoch 9: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:24 - 0:00:57 - Epoch 10: train_loss=0.6844382882118225, train_accuracy=0.5658536553382874, time=0.5455000400543213
INFO - 04/12/26 12:32:25 - 0:00:57 - Epoch 10: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:25 - 0:00:58 - Epoch 11: train_loss=0.6860293745994568, train_accuracy=0.5658536553382874, time=0.5477485656738281
INFO - 04/12/26 12:32:26 - 0:00:58 - Epoch 11: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:26 - 0:00:58 - Epoch 12: train_loss=0.6820143461227417, train_accuracy=0.5658536553382874, time=0.5434267520904541
INFO - 04/12/26 12:32:27 - 0:00:59 - Epoch 12: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:27 - 0:00:59 - Epoch 13: train_loss=0.6836653351783752, train_accuracy=0.5658536553382874, time=0.5495109558105469
INFO - 04/12/26 12:32:28 - 0:01:00 - Epoch 13: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:28 - 0:01:01 - Epoch 14: train_loss=0.6815090179443359, train_accuracy=0.5658536553382874, time=0.5993893146514893
INFO - 04/12/26 12:32:29 - 0:01:01 - Epoch 14: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:29 - 0:01:01 - Epoch 15: train_loss=0.6828679442405701, train_accuracy=0.5658536553382874, time=0.5457842350006104
INFO - 04/12/26 12:32:30 - 0:01:02 - Epoch 15: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:30 - 0:01:02 - Epoch 16: train_loss=0.679990291595459, train_accuracy=0.5658536553382874, time=0.5470869541168213
INFO - 04/12/26 12:32:31 - 0:01:03 - Epoch 16: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
INFO - 04/12/26 12:32:31 - 0:01:03 - Epoch 17: train_loss=0.6810835599899292, train_accuracy=0.5658536553382874, time=0.5953316688537598
INFO - 04/12/26 12:32:32 - 0:01:04 - Epoch 17: val_accuracy=0.5362318754196167, val_wf1=0.3743505605687722, val_mf1=0.3490566037735849
