INFO - 04/12/26 16:32:26 - 0:00:00 - Namespace(downstream_task='NC', dataset='pubmed', root_path='/data/home/2023080301016/Documents/baseline/GraphMoRE-main/datasets', in_features=None, eval_freq=1, exp_iters=1, version='Train', log_path='/data/home/2023080301016/Documents/baseline/serial_runs/graphmore_resume_stable_nc_20260412_104737_gpu0/NC_GraphMoRE_pubmed/seed_2/log.txt', save_dir='/data/home/2023080301016/Documents/baseline/serial_runs/graphmore_resume_stable_nc_20260412_104737_gpu0/NC_GraphMoRE_pubmed/seed_2', seed=2, split_seed=3047, num_factors=5, init_curvs=[-3, -1, 0, 1, 3], backbone='gcn', hidden_features=64, embed_features=32, n_layers=2, lr_Riemann=0.005385411973976306, w_decay=1e-05, n_heads=8, sample_hop=[2, 3], lr_gating=0.0055290965022560135, w_decay_gating=0.0001, coef_dis=0.1, epochs_lp=500, patience_lp=100, min_epoch_lp=100, t=1.0, r=2.0, drop_cls=0.2, drop_edge_cls=0.3, hidden_features_cls=32, num_factors_cls=5, lr_cls=0.018214465538465254, w_decay_cls=0.001, epochs_cls=500, patience_cls=100, min_epoch_cls=100, gpu=0, devices='0,1', force_cpu=False, resume=0, skip_lp_warmup_nc=1)
INFO - 04/12/26 16:35:17 - 0:02:52 - 
                                     train iters 0
INFO - 04/12/26 16:35:18 - 0:02:52 - --------------------------Training Start-------------------------
INFO - 04/12/26 16:35:18 - 0:02:52 - Skipping LP warmup for NC by configuration.
INFO - 04/12/26 16:35:18 - 0:02:52 - Starting cls stage from epoch 0 without LP warmup.
INFO - 04/12/26 16:35:29 - 0:03:04 - Epoch 0: train_loss=1.1011900901794434, train_accuracy=0.23333334922790527, time=11.722331285476685
INFO - 04/12/26 16:35:32 - 0:03:07 - Epoch 0: val_accuracy=0.19600000977516174, val_wf1=0.06456470588235294, val_mf1=0.10980392156862745
INFO - 04/12/26 16:35:34 - 0:03:08 - Epoch 1: train_loss=1.0670908689498901, train_accuracy=0.36666667461395264, time=1.3744986057281494
INFO - 04/12/26 16:35:34 - 0:03:09 - Epoch 1: val_accuracy=0.46800002455711365, val_wf1=0.42421808402948336, val_mf1=0.43997146052574626
INFO - 04/12/26 16:35:35 - 0:03:10 - Epoch 2: train_loss=1.020126223564148, train_accuracy=0.6500000357627869, time=1.1464252471923828
INFO - 04/12/26 16:35:36 - 0:03:10 - Epoch 2: val_accuracy=0.5900000333786011, val_wf1=0.5791934450112389, val_mf1=0.5823277387177537
INFO - 04/12/26 16:35:37 - 0:03:11 - Epoch 3: train_loss=0.9511950612068176, train_accuracy=0.7500000596046448, time=0.653184175491333
INFO - 04/12/26 16:35:37 - 0:03:11 - Epoch 3: val_accuracy=0.690000057220459, val_wf1=0.6882729596900619, val_mf1=0.6907409293486039
INFO - 04/12/26 16:35:38 - 0:03:12 - Epoch 4: train_loss=0.8758448958396912, train_accuracy=0.8333333730697632, time=0.6665675640106201
INFO - 04/12/26 16:35:38 - 0:03:12 - Epoch 4: val_accuracy=0.7220000624656677, val_wf1=0.7197675396571915, val_mf1=0.7282012187393855
INFO - 04/12/26 16:35:39 - 0:03:13 - Epoch 5: train_loss=0.7814716100692749, train_accuracy=0.8500000238418579, time=0.6707983016967773
INFO - 04/12/26 16:35:39 - 0:03:13 - Epoch 5: val_accuracy=0.7240000367164612, val_wf1=0.721771072307989, val_mf1=0.7281897700644838
