INFO - 04/12/26 11:25:30 - 0:00:00 - Namespace(downstream_task='NC', dataset='PTE', root_path='/data/home/2023080301016/Documents/baseline/GraphMoRE-main/datasets', in_features=None, eval_freq=1, exp_iters=1, version='Train', log_path='/data/home/2023080301016/Documents/baseline/serial_runs/graphmore_resume_stable_nc_20260412_104737_gpu0/NC_GraphMoRE_PTE/seed_0/log.txt', save_dir='/data/home/2023080301016/Documents/baseline/serial_runs/graphmore_resume_stable_nc_20260412_104737_gpu0/NC_GraphMoRE_PTE/seed_0', seed=0, split_seed=3047, num_factors=5, init_curvs=[-3, -1, 0, 1, 3], backbone='gcn', hidden_features=64, embed_features=32, n_layers=2, lr_Riemann=0.0010872606420363276, w_decay=0.001, n_heads=8, sample_hop=[2, 3], lr_gating=0.000994586210822641, w_decay_gating=1e-05, coef_dis=0.1, epochs_lp=500, patience_lp=100, min_epoch_lp=100, t=1.0, r=2.0, drop_cls=0.1, drop_edge_cls=0.1, hidden_features_cls=32, num_factors_cls=5, lr_cls=0.0019489443068814478, w_decay_cls=1e-05, epochs_cls=500, patience_cls=100, min_epoch_cls=100, gpu=0, devices='0,1', force_cpu=False, resume=0, skip_lp_warmup_nc=1)
INFO - 04/12/26 11:26:03 - 0:00:33 - 
                                     train iters 0
INFO - 04/12/26 11:26:03 - 0:00:33 - --------------------------Training Start-------------------------
INFO - 04/12/26 11:26:03 - 0:00:33 - Skipping LP warmup for NC by configuration.
INFO - 04/12/26 11:26:03 - 0:00:33 - Starting cls stage from epoch 0 without LP warmup.
INFO - 04/12/26 11:26:13 - 0:00:44 - Epoch 0: train_loss=0.690571129322052, train_accuracy=0.5418994426727295, time=10.559757947921753
INFO - 04/12/26 11:26:16 - 0:00:46 - Epoch 0: val_accuracy=0.5166667103767395, val_wf1=0.352014652014652, val_mf1=0.34065934065934067
INFO - 04/12/26 11:26:17 - 0:00:48 - Epoch 1: train_loss=0.6854410171508789, train_accuracy=0.5418994426727295, time=1.4142072200775146
INFO - 04/12/26 11:26:18 - 0:00:48 - Epoch 1: val_accuracy=0.5333333611488342, val_wf1=0.38814814814814813, val_mf1=0.37777777777777777
INFO - 04/12/26 11:26:19 - 0:00:49 - Epoch 2: train_loss=0.6819349527359009, train_accuracy=0.5418994426727295, time=1.2767281532287598
INFO - 04/12/26 11:26:20 - 0:00:50 - Epoch 2: val_accuracy=0.5333333611488342, val_wf1=0.38814814814814813, val_mf1=0.37777777777777777
INFO - 04/12/26 11:26:20 - 0:00:51 - Epoch 3: train_loss=0.675994336605072, train_accuracy=0.5586591958999634, time=0.5841984748840332
INFO - 04/12/26 11:26:21 - 0:00:51 - Epoch 3: val_accuracy=0.5666667222976685, val_wf1=0.4546401515151516, val_mf1=0.4460227272727273
INFO - 04/12/26 11:26:21 - 0:00:52 - Epoch 4: train_loss=0.6732049584388733, train_accuracy=0.5474860072135925, time=0.5522165298461914
INFO - 04/12/26 11:26:22 - 0:00:52 - Epoch 4: val_accuracy=0.5666667222976685, val_wf1=0.4741906064751482, val_mf1=0.466484268125855
INFO - 04/12/26 11:26:22 - 0:00:52 - Epoch 5: train_loss=0.6707885265350342, train_accuracy=0.5698323845863342, time=0.546973466873169
INFO - 04/12/26 11:26:23 - 0:00:53 - Epoch 5: val_accuracy=0.5666667222976685, val_wf1=0.5285714285714286, val_mf1=0.5238095238095237
INFO - 04/12/26 11:26:23 - 0:00:53 - Epoch 6: train_loss=0.6672557592391968, train_accuracy=0.5642458200454712, time=0.545586109161377
INFO - 04/12/26 11:26:24 - 0:00:54 - Epoch 6: val_accuracy=0.6333333849906921, val_wf1=0.6152369761065413, val_mf1=0.6122209165687427
INFO - 04/12/26 11:26:24 - 0:00:54 - Epoch 7: train_loss=0.6590455770492554, train_accuracy=0.5810055732727051, time=0.5460712909698486
INFO - 04/12/26 11:26:25 - 0:00:55 - Epoch 7: val_accuracy=0.6833333969116211, val_wf1=0.6776641091219096, val_mf1=0.6760443307757886
INFO - 04/12/26 11:26:25 - 0:00:55 - Epoch 8: train_loss=0.6536067128181458, train_accuracy=0.6368715167045593, time=0.54349684715271
